year,month,rank,net_worth,full_name,year of birth,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,self_made,wealth_status
2024,4,1380,2.4 B,Bruce Karsh,1955,68,Male,United States,United States,Los Angeles,Finance & Investments,TRUE,Increased
2024,4,1380,2.4 B,Shlomo Kramer,1966,58,Male,Israel,Israel,Tel Aviv,Technology,TRUE,Increased
2024,4,1380,2.4 B,Geoffrey Kwok,1985,38,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,FALSE,Decreased
2024,4,1380,2.4 B,Jonathan Kwok,1992,32,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,FALSE,Decreased
2024,4,1380,2.4 B,Lam Kong,1964,59,Male,China,Hong Kong,Hong Kong,Healthcare,TRUE,Increased
2024,4,1380,2.4 B,Angela Leong,1961,63,Female,Hong Kong,Hong Kong,Hong Kong,Real Estate,FALSE,Decreased
2024,4,1380,2.4 B,Solomon Lew,1945,79,Male,Australia,Australia,Melbourne,Fashion & Retail,TRUE,Increased
2024,4,1380,2.4 B,Liang Xinjun,1968,55,Male,Singapore,Singapore,Singapore,Finance & Investments,TRUE,Increased
2024,4,1380,2.4 B,Jimmy John Liautaud,1964,60,Male,United States,United States,Key Largo,Food & Beverage,TRUE,Increased
2024,4,1380,2.4 B,Kishore Mariwala,1935,89,Male,India,India,Mumbai,Food & Beverage,FALSE,Increased
2024,4,1380,2.4 B,Katarina Martinson,1981,42,Female,Sweden,Sweden,Stockholm,Diversified,FALSE,Increased
2024,4,1380,2.4 B,Dmitry Mazepin,1968,55,Male,Russia,Russia,Moscow,Manufacturing,TRUE,Decreased
2024,4,1380,2.4 B,Kailashchandra Nuwal,1957,66,Male,India,India,Nagpur,Manufacturing,FALSE,Increased
2024,4,1380,2.4 B,Ajay Parekh,1957,66,Male,India,India,Mumbai,Manufacturing,FALSE,Increased
2024,4,1380,2.4 B,Narendrakumar Parekh,1938,85,Male,India,India,Mumbai,Manufacturing,FALSE,Increased
2024,4,1380,2.4 B,Andreas Pohl,1964,59,Male,Germany,Germany,Marburg,Finance & Investments,FALSE,Increased
2024,4,1380,2.4 B,Stephen Rubin,1937,87,Male,United Kingdom,United Kingdom,London,Fashion & Retail,FALSE,Decreased
2024,4,1380,2.4 B,Atul Ruia,1971,53,Male,India,India,Mumbai,Real Estate,FALSE,Increased
2024,4,1380,2.4 B,Ferit Faik Sahenk,1964,60,Male,Turkey,Turkey,Istanbul,Diversified,FALSE,Decreased
2024,4,1380,2.4 B,Steven Sarowitz,1965,58,Male,United States,United States,Highland Park,Technology,TRUE,Decreased
2024,4,1380,2.4 B,Airat Shaimiev,1962,62,Male,Russia,Russia,Kazan,Energy,TRUE,Increased
2024,4,1380,2.4 B,Basudeo Singh,1940,83,Male,India,India,Mumbai,Healthcare,TRUE,Increased
2024,4,1380,2.4 B,William Stone,1955,68,Male,United States,United States,East Lyme,Technology,TRUE,Increased
2024,4,1380,2.4 B,Sylvia Stroeher,1955,68,Female,Germany,Germany,Darmstadt,Fashion & Retail,FALSE,Increased
2024,4,1380,2.4 B,Sun Shoukuan,1949,74,Male,China,China,Yingkou,Manufacturing,TRUE,Decreased
2024,4,1380,2.4 B,Harley Sy,1959,64,Male,Philippines,Philippines,Manila,Diversified,FALSE,Increased
2024,4,1380,2.4 B,Wang Wenjing,1964,59,Male,China,China,Beijing,Technology,TRUE,Decreased
2024,4,1380,2.4 B,Wang Xicheng & family,1948,75,Male,China,China,Zhaoyuan,Manufacturing,TRUE,Increased
2024,4,1380,2.4 B,Wang Yanqing & family,1966,57,Male,China,China,Wuxi,Manufacturing,TRUE,Decreased
2024,4,1380,2.4 B,Yang Weidong & family,1968,55,Male,China,China,Jiaxing,Manufacturing,TRUE,Remained Even
2024,4,1380,2.4 B,Ye Chenghai & family,1943,80,Male,Hong Kong,Hong Kong,Hong Kong,Healthcare,TRUE,Decreased
2024,4,1380,2.4 B,Zhang Bangxin,1980,44,Male,China,China,Beijing,Service,TRUE,Increased
2024,4,1380,2.4 B,Zhu Gongshan & family,1958,66,Male,China,China,Shanghai,Manufacturing,TRUE,Decreased
2024,4,1438,2.3 B,Prem Kumar Arora,1938,85,Male,India,India,Delhi,Healthcare,FALSE,Increased
2024,4,1438,2.3 B,Pavel Baudis,1960,63,Male,Czech Republic,Czech Republic,Prague,Technology,TRUE,Increased
2024,4,1438,2.3 B,Yvonne Bauer,1977,47,Female,Germany,Germany,Hamburg,Media & Entertainment,FALSE,Decreased
2024,4,1438,2.3 B,R.G. Chandramogan,1949,75,Male,India,India,Chennai,Food & Beverage,TRUE,Increased
2024,4,1438,2.3 B,Chao Teng-hsiung,1944,79,Male,Taiwan,Taiwan,Taipei,Real Estate,TRUE,Remained Even
2024,4,1438,2.3 B,Bruce Cheng,1936,87,Male,Taiwan,Taiwan,Taipei,Technology,TRUE,Increased
2024,4,1438,2.3 B,Cheng Yixiao,1984,40,Male,China,China,Beijing,Media & Entertainment,TRUE,Decreased
2024,4,1438,2.3 B,Mark Davis,1955,68,Male,United States,United States,Henderson,Sports,FALSE,Increased
2024,4,1438,2.3 B,Anand Deshpande,1962,61,Male,India,India,Pune,Technology,TRUE,Increased
2024,4,1438,2.3 B,Egon Durban,1973,50,Male,United States,United States,Atherton,Finance & Investments,TRUE,Increased
2024,4,1438,2.3 B,Bob Ell,1944,79,Male,Australia,Australia,Surfers Paradise,Real Estate,TRUE,Increased
2024,4,1438,2.3 B,Rolf Gerling,1954,69,Male,Germany,Switzerland,Zurich,Finance & Investments,FALSE,Increased
2024,4,1438,2.3 B,Kamal Ghaffarian,1958,65,Male,United States,United States,Naples,Energy,TRUE,Increased
2024,4,1438,2.3 B,Noam Gottesman,1961,62,Male,United States,United States,New York,Finance & Investments,TRUE,Increased
2024,4,1438,2.3 B,Stein Erik Hagen,1956,67,Male,Norway,Norway,Oslo,Fashion & Retail,TRUE,Increased
2024,4,1438,2.3 B,Caroline Hagen Kjos,1984,40,Female,Norway,Switzerland,Wollerau,Diversified,FALSE,Increased
2024,4,1438,2.3 B,Luciano Hang,1962,61,Male,Brazil,Brazil,Brusque,Fashion & Retail,TRUE,Decreased
2024,4,1438,2.3 B,Patrick Hanrahan,1955,68,Male,United States,United States,Portola Valley,Technology,TRUE,Increased
2024,4,1438,2.3 B,Kenneth Hao,1968,55,Male,United States,United States,Hillsborough,Finance & Investments,TRUE,Increased
2024,4,1438,2.3 B,Douglas Hsu,1942,81,Male,Taiwan,Taiwan,Taipei,Diversified,FALSE,Increased
2024,4,1438,2.3 B,Hu Rongda & family,1959,65,Male,China,China,Jinhua,Manufacturing,TRUE,Increased
2024,4,1438,2.3 B,William Lauder,1960,63,Male,United States,United States,New York,Fashion & Retail,FALSE,Decreased
2024,4,1438,2.3 B,Lee Yeow Seng,1978,46,Male,Malaysia,Malaysia,Putrajaya,Real Estate,FALSE,Increased
2024,4,1438,2.3 B,Lim Kok Thay,1951,72,Male,Malaysia,Malaysia,Kuala Lumpur,Gambling & Casinos,FALSE,Remained Even
2024,4,1438,2.3 B,Louise Lindh,1979,44,Female,Sweden,Sweden,Stockholm,Diversified,FALSE,Increased
2024,4,1438,2.3 B,Daniel Lubetzky,1968,55,Male,United States,United States,New York,Food & Beverage,TRUE,Increased
2024,4,1438,2.3 B,Palmer Luckey,1992,31,Male,United States,United States,Newport Beach,Technology,TRUE,Increased
2024,4,1438,2.3 B,Ilson Mateus & family,1963,61,Male,Brazil,Brazil,Sao Luis,Fashion & Retail,TRUE,Increased
2024,4,1438,2.3 B,Mi Enhua,1958,66,Male,China,China,Urumqi,Fashion & Retail,TRUE,Remained Even
2024,4,1438,2.3 B,Greg Mondre,1974,49,Male,United States,United States,New York,Finance & Investments,TRUE,Increased
2024,4,1438,2.3 B,David Nahmad,1947,76,Male,Monaco,United States,New York,Fashion & Retail,TRUE,Remained Even
2024,4,1438,2.3 B,Adam Neumann,1979,45,Male,Israel,United States,Miami,Real Estate,TRUE,Increased
2024,4,1438,2.3 B,Alfred Oetker,1967,57,Male,Germany,Germany,Bielefeld,Fashion & Retail,FALSE,Decreased
2024,4,1438,2.3 B,Carl Ferdinand Oetker,1972,51,Male,Germany,Germany,Bielefeld,Fashion & Retail,FALSE,Decreased
2024,4,1438,2.3 B,Julia Oetker,1979,45,Female,Germany,Germany,Bielefeld,Fashion & Retail,FALSE,Decreased
2024,4,1438,2.3 B,Tor Peterson,1964,59,Male,United States,Switzerland,Zug,Metals & Mining,TRUE,Decreased
2024,4,1438,2.3 B,Candido Pinheiro Koren de Lima & family,1947,77,Male,Brazil,Brazil,Fortaleza,Healthcare,TRUE,Returned to List
2024,4,1438,2.3 B,"Reinfried Pohl, Jr.",1959,64,Male,Germany,Germany,Marburg,Finance & Investments,FALSE,Increased
2024,4,1438,2.3 B,Jupally Rameshwar Rao,1955,68,Male,India,India,Hyderabad,Real Estate,TRUE,Increased
2024,4,1438,2.3 B,P.P. Reddy,1957,66,Male,India,India,Hyderabad,Construction & Engineering,TRUE,Increased
2024,4,1438,2.3 B,Christopher Rokos,1970,53,Male,United Kingdom,United Kingdom,London,Finance & Investments,TRUE,Increased
2024,4,1438,2.3 B,Karin Schick,1970,53,Female,Germany,Germany,Gaildorf,Technology,FALSE,Increased
2024,4,1438,2.3 B,Stefan Soloviev,1975,48,Male,United States,United States,Delray Beach,Real Estate,FALSE,Remained Even
2024,4,1438,2.3 B,Teresita Sy-Coson,1950,73,Female,Philippines,Philippines,Manila,Diversified,FALSE,Increased
2024,4,1438,2.3 B,Jim Thompson,1940,84,Male,United Kingdom,Hong Kong,Hong Kong,Logistics,TRUE,Increased
2024,4,1438,2.3 B,Arvind Tiku,1970,54,Male,India,Singapore,Singapore,Energy,TRUE,Decreased
2024,4,1438,2.3 B,Donald Trump,1946,77,Male,United States,United States,Palm Beach,Real Estate,FALSE,Decreased
2024,4,1438,2.3 B,Hamdi Ulukaya,1972,51,Male,Turkey,United States,Norwich,Food & Beverage,TRUE,Increased
2024,4,1438,2.3 B,David Walentas,1938,85,Male,United States,United States,New York,Real Estate,TRUE,Decreased
2024,4,1438,2.3 B,Wang Junshi & family,1949,75,Male,China,China,Ningbo,Manufacturing,TRUE,Decreased
2024,4,1438,2.3 B,Xue Hua,1969,54,Male,China,China,Guangzhou,Manufacturing,TRUE,Decreased
2024,4,1438,2.3 B,Yeung Kin-man,1964,60,Male,Hong Kong,Hong Kong,Hong Kong,Manufacturing,TRUE,Increased
2024,4,1438,2.3 B,Yoo Jung-hyun,1969,54,Female,South Korea,South Korea,Jeju,Media & Entertainment,TRUE,Decreased
2024,4,1438,2.3 B,Patrick Zalupski,1980,43,Male,United States,United States,Jacksonville,Real Estate,TRUE,Returned to List
2024,4,1438,2.3 B,Anita Zucker,1952,72,Female,United States,United States,Charleston,Manufacturing,FALSE,Increased
2024,4,1496,2.2 B,Cameron Adams,1979,44,Male,Australia,Australia,Sydney,Technology,TRUE,Increased
2024,4,1496,2.2 B,Mika Anttonen,1966,57,Male,Finland,Finland,Helsinki,Energy,TRUE,Increased
2024,4,1496,2.2 B,Lee Bass,1956,67,Male,United States,United States,Fort Worth,Energy,FALSE,Decreased
2024,4,1496,2.2 B,Guilherme Benchimol,1976,47,Male,Brazil,Brazil,Rio de Janeiro,Finance & Investments,TRUE,Returned to List
2024,4,1496,2.2 B,Brett Blundy,1960,64,Male,Australia,Bahamas,Paradise Island,Fashion & Retail,TRUE,Remained Even
2024,4,1496,2.2 B,William Boyd & family,1931,92,Male,United States,United States,Las Vegas,Gambling & Casinos,TRUE,Increased
2024,4,1496,2.2 B,Timothy Boyle,1949,74,Male,United States,United States,Portland,Fashion & Retail,TRUE,Decreased
2024,4,1496,2.2 B,Julio Bozano,1936,88,Male,Brazil,Brazil,Rio de Janeiro,Finance & Investments,TRUE,Increased
2024,4,1496,2.2 B,Anand Burman,1952,71,Male,India,India,Delhi,Food & Beverage,FALSE,Increased
2024,4,1496,2.2 B,D. Leopoldo Del Pino,1962,61,Male,Spain,Spain,Madrid,Construction & Engineering,FALSE,Increased
2024,4,1496,2.2 B,Dermot Desmond,1950,73,Male,Ireland,Ireland,Dublin,Finance & Investments,TRUE,Remained Even
2024,4,1496,2.2 B,Timothy Dunn & family,1955,68,Male,United States,United States,Midland,Energy,TRUE,Increased
2024,4,1496,2.2 B,Maria Franca Fissolo,1935,89,Female,Italy,Monaco,Monaco,Food & Beverage,FALSE,Increased
2024,4,1496,2.2 B,Tom Ford,1961,62,Male,United States,United States,Los Angeles,Fashion & Retail,TRUE,Remained Even
2024,4,1496,2.2 B,Adam Foroughi,1980,43,Male,United States,United States,Truckee,Media & Entertainment,TRUE,Returned to List
2024,4,1496,2.2 B,Luiz Frias,1963,60,Male,Brazil,Brazil,Sao Paulo,Media & Entertainment,FALSE,Returned to List
2024,4,1496,2.2 B,Lawrence Golub,1959,64,Male,United States,United States,New York,Finance & Investments,TRUE,Increased
2024,4,1496,2.2 B,Alec Gores,1953,71,Male,United States,United States,Beverly Hills,Finance & Investments,TRUE,Decreased
2024,4,1496,2.2 B,Dmitry Kamenshchik,1968,55,Male,Russia,Russia,Moscow,Service,TRUE,Decreased
2024,4,1496,2.2 B,Adam Kwok,1983,41,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,FALSE,Decreased
2024,4,1496,2.2 B,Kristo Käärmann,1980,43,Male,Estonia,United Kingdom,London,Finance & Investments,TRUE,Increased
2024,4,1496,2.2 B,Lam Wai-ying,1969,54,Female,Hong Kong,Hong Kong,Hong Kong,Manufacturing,TRUE,Increased
2024,4,1496,2.2 B,Spiro Latsis & family,1946,77,Male,Greece,Switzerland,Geneva,Diversified,FALSE,Increased
2024,4,1496,2.2 B,Li Jianquan & family,1957,67,Male,Hong Kong,China,Shenzhen,Healthcare,TRUE,Decreased
2024,4,1496,2.2 B,Liang Rubo,1983,41,Male,China,China,Beijing,Technology,TRUE,Increased
2024,4,1496,2.2 B,Prayudh Mahagitsiri,1946,78,Male,Thailand,Thailand,Bangkok,Food & Beverage,FALSE,Decreased
2024,4,1496,2.2 B,Bill Malhotra,1949,74,Male,Canada,Canada,Ottawa,Real Estate,TRUE,Increased
2024,4,1496,2.2 B,Howard Marks,1946,77,Male,United States,United States,New York,Finance & Investments,TRUE,Remained Even
2024,4,1496,2.2 B,Scott Nuttall,1972,51,Male,United States,United States,New York,Finance & Investments,TRUE,Increased
2024,4,1496,2.2 B,Jennifer Pritzker,1950,73,Female,United States,United States,Chicago,Finance & Investments,FALSE,Increased
2024,4,1496,2.2 B,P.V. Krishna Reddy,1969,54,Male,India,India,Hyderabad,Construction & Engineering,TRUE,Increased
2024,4,1496,2.2 B,Larry Robbins,1969,54,Male,United States,United States,Alpine,Finance & Investments,TRUE,Increased
2024,4,1496,2.2 B,Filiz Sahenk,1967,57,Female,Turkey,Turkey,Istanbul,Diversified,FALSE,Decreased
2024,4,1496,2.2 B,Sheryl Sandberg,1969,54,Female,United States,United States,Menlo Park,Technology,TRUE,Increased
2024,4,1496,2.2 B,Paul Saville,1955,68,Male,United States,United States,Palm Beach,Real Estate,TRUE,Increased
2024,4,1496,2.2 B,Radik Shaimiev,1964,59,Male,Russia,Russia,Kazan,Energy,TRUE,Increased
2024,4,1496,2.2 B,Shi Yonghong & family,1969,55,Male,China,China,Chengdu,Food & Beverage,TRUE,Decreased
2024,4,1496,2.2 B,Albert Shigaboutdinov,1952,71,Male,Russia,Russia,Kazan,Diversified,TRUE,Increased
2024,4,1496,2.2 B,Ryan Smith,1978,45,Male,United States,United States,Provo,Technology,TRUE,Increased
2024,4,1496,2.2 B,Rustem Sulteev,1954,70,Male,Russia,Russia,Kazan,Energy,TRUE,Increased
2024,4,1496,2.2 B,Tang Yiu,1934,90,Male,Hong Kong,Hong Kong,Hong Kong,Fashion & Retail,TRUE,Decreased
2024,4,1496,2.2 B,Weng Xianding,1961,62,Male,China,China,Shenzhen,Healthcare,TRUE,Increased
2024,4,1496,2.2 B,Kie Chie Wong,1948,75,Male,Malaysia,Australia,Sydney,Metals & Mining,FALSE,Increased
2024,4,1496,2.2 B,Xu Shugen,1965,58,Male,China,China,Hangzhou,Manufacturing,TRUE,Decreased
2024,4,1496,2.2 B,Ye Guofu,1978,46,Male,China,China,Guangzhou,Fashion & Retail,TRUE,Decreased
2024,4,1496,2.2 B,Michael Ying,1949,74,Male,Hong Kong,Hong Kong,Hong Kong,Fashion & Retail,TRUE,Increased
2024,4,1496,2.2 B,Zhang Fan,1965,58,Male,China,China,Shenzhen,Technology,TRUE,Increased
2024,4,1496,2.2 B,Zhang Jingzhang & family,1936,88,Male,China,China,Ningbo,Manufacturing,TRUE,Decreased
2024,4,1545,2.1 B,Andrey Andreev,1974,50,Male,United Kingdom,United Kingdom,London,Technology,TRUE,Increased
2024,4,1545,2.1 B,Suhail Bahwan,1939,85,Male,Oman,Oman,Muscat,Diversified,TRUE,Decreased
2024,4,1545,2.1 B,Thor Bjorgolfsson,1967,57,Male,Iceland,United Kingdom,London,Diversified,TRUE,Decreased
2024,4,1545,2.1 B,David Booth,1946,78,Male,United States,United States,Austin,Finance & Investments,TRUE,Increased
2024,4,1545,2.1 B,Richard Branson,1950,73,Male,United Kingdom,British Virgin Islands,Necker Island,Diversified,TRUE,Decreased
2024,4,1545,2.1 B,Nicola Bulgari,1941,83,Male,Italy,Italy,Rome,Fashion & Retail,FALSE,Increased
2024,4,1545,2.1 B,Chang Kuo-Hua,1955,69,Male,Taiwan,Taiwan,Taipei,Logistics,FALSE,Increased
2024,4,1545,2.1 B,Chen Jinxia,1968,56,Female,China,China,Shanghai,Finance & Investments,FALSE,Decreased
2024,4,1545,2.1 B,Chen Shibin,1966,57,Male,China,China,Lianyungang,Manufacturing,TRUE,Decreased
2024,4,1545,2.1 B,Jack Cockwell,1941,83,Male,Canada,Canada,Toronto,Finance & Investments,TRUE,Increased
2024,4,1545,2.1 B,Kommer Damen,1944,80,Male,Netherlands,Netherlands,Gorinchem,Manufacturing,FALSE,Increased
2024,4,1545,2.1 B,Jamie Dimon,1956,68,Male,United States,United States,New York,Finance & Investments,TRUE,Increased
2024,4,1545,2.1 B,James Dinan,1959,64,Male,United States,United States,North Salem,Finance & Investments,TRUE,Increased
2024,4,1545,2.1 B,Domenico Dolce,1958,65,Male,Italy,Italy,Milan,Fashion & Retail,TRUE,Remained Even
2024,4,1545,2.1 B,Georgi Domuschiev,1972,51,Male,Bulgaria,United Kingdom,London,Diversified,TRUE,Remained Even
2024,4,1545,2.1 B,Kiril Domuschiev,1969,54,Male,Bulgaria,United Kingdom,London,Diversified,TRUE,Remained Even
2024,4,1545,2.1 B,Alfredo Egydio Arruda Villela Filho,1969,54,Male,Brazil,Brazil,Sao Paulo,Finance & Investments,FALSE,Increased
2024,4,1545,2.1 B,Miguel Fluxa Rossello,1938,85,Male,Spain,Spain,Esporles,Service,FALSE,Decreased
2024,4,1545,2.1 B,Richard Fortin,1948,75,Male,Canada,Canada,Boucherville,Fashion & Retail,TRUE,Increased
2024,4,1545,2.1 B,Stefano Gabbana,1962,61,Male,Italy,Italy,Milan,Fashion & Retail,TRUE,Remained Even
2024,4,1545,2.1 B,Gordon Getty,1933,90,Male,United States,United States,San Francisco,Energy,FALSE,Remained Even
2024,4,1545,2.1 B,David Golub,1962,61,Male,United States,United States,New York,Finance & Investments,TRUE,Increased
2024,4,1545,2.1 B,John Hancock,1976,48,Male,Australia,United Kingdom,London,Metals & Mining,FALSE,Increased
2024,4,1545,2.1 B,Bahaa Hariri,1966,57,Male,Lebanon,Switzerland,Geneva,Real Estate,FALSE,Remained Even
2024,4,1545,2.1 B,Gerry Harvey,1939,84,Male,Australia,Australia,Sydney,Fashion & Retail,TRUE,Increased
2024,4,1545,2.1 B,"B. Wayne Hughes, Jr.",1959,64,Male,United States,United States,Jackson,Real Estate,FALSE,Increased
2024,4,1545,2.1 B,Hui Wing Mau,1950,73,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,TRUE,Increased
2024,4,1545,2.1 B,Valentin Kipyatkov,1976,47,Male,Cyprus,Cyprus,Peyia,Technology,TRUE,Increased
2024,4,1545,2.1 B,Heikki Kyostila,1946,78,Male,Finland,Finland,Helsinki,Healthcare,TRUE,Increased
2024,4,1545,2.1 B,Joe Lacob,1956,68,Male,United States,United States,Atherton,Sports,TRUE,Increased
2024,4,1545,2.1 B,Aerin Lauder,1970,53,Female,United States,United States,New York,Fashion & Retail,FALSE,Decreased
2024,4,1545,2.1 B,Yin Yee Lee,1952,72,Male,China,Hong Kong,Hong Kong,Manufacturing,TRUE,Decreased
2024,4,1545,2.1 B,James Leprino,1937,86,Male,United States,United States,Indian Hills,Food & Beverage,FALSE,Increased
2024,4,1545,2.1 B,Liang Yunchao,1969,55,Male,China,China,Guangzhou,Food & Beverage,TRUE,Decreased
2024,4,1545,2.1 B,Harald Link,1955,69,Male,Thailand,Thailand,Bangkok,Diversified,FALSE,Decreased
2024,4,1545,2.1 B,Igor Makarov,1962,61,Male,Cyprus,United States,Miami,Energy,TRUE,Decreased
2024,4,1545,2.1 B,Joao Roberto Marinho,1953,70,Male,Brazil,Brazil,Rio de Janeiro,Media & Entertainment,FALSE,Increased
2024,4,1545,2.1 B,Jose Roberto Marinho,1955,68,Male,Brazil,Brazil,Rio de Janeiro,Media & Entertainment,FALSE,Increased
2024,4,1545,2.1 B,Ni Yongpei & family,1952,72,Male,China,China,Liuan,Food & Beverage,TRUE,Decreased
2024,4,1545,2.1 B,Alberto Palatchi,1949,74,Male,Spain,Spain,Madrid,Fashion & Retail,TRUE,Increased
2024,4,1545,2.1 B,Mrudula Parekh,1948,76,Female,India,India,Mumbai,Manufacturing,FALSE,Increased
2024,4,1545,2.1 B,Qian Dongqi,1958,66,Male,China,China,Suzhou,Manufacturing,TRUE,Decreased
2024,4,1545,2.1 B,Jerry Reinsdorf,1936,88,Male,United States,United States,Chicago,Sports,TRUE,Decreased
2024,4,1545,2.1 B,Bianca Rinehart,1977,47,Female,Australia,Australia,Brisbane,Metals & Mining,FALSE,Increased
2024,4,1545,2.1 B,Ginia Rinehart,1986,37,Female,Australia,Australia,Sydney,Metals & Mining,FALSE,Increased
2024,4,1545,2.1 B,Fernando Roig,1947,76,Male,Spain,Spain,Valencia,Fashion & Retail,FALSE,Increased
2024,4,1545,2.1 B,Bennett Rosenthal,1963,60,Male,United States,United States,Los Angeles,Finance & Investments,TRUE,Increased
2024,4,1545,2.1 B,T. Denny Sanford,1935,88,Male,United States,United States,Sioux Falls,Finance & Investments,TRUE,Increased
2024,4,1545,2.1 B,Stephan Schmidheiny,1947,76,Male,Switzerland,Switzerland,Hurden,Finance & Investments,FALSE,Decreased
2024,4,1545,2.1 B,Thaksin Shinawatra,1949,74,Male,Thailand,United Arab Emirates,Dubai,Finance & Investments,TRUE,Remained Even
2024,4,1545,2.1 B,Alexander Skorobogatko,1967,56,Male,Russia,Russia,Moscow,Logistics,TRUE,Decreased
2024,4,1545,2.1 B,Zakhar Smushkin,1962,62,Male,Russia,Russia,Saint Petersburg,Diversified,TRUE,Increased
2024,4,1545,2.1 B,Zygmunt Solorz,1956,67,Male,Poland,Poland,Warsaw,Media & Entertainment,TRUE,Increased
2024,4,1545,2.1 B,Peter Sondakh,1950,74,Male,Indonesia,Indonesia,Surabaya,Finance & Investments,TRUE,Increased
2024,4,1545,2.1 B,Elizabeth Sy,1952,71,Female,Philippines,Philippines,Manila,Diversified,FALSE,Increased
2024,4,1545,2.1 B,Katsumi Tada,1945,78,Male,Japan,Japan,Tokyo,Real Estate,TRUE,Decreased
2024,4,1545,2.1 B,Hermanto Tanoko,1962,61,Male,Indonesia,Indonesia,Surabaya,Manufacturing,FALSE,Increased
2024,4,1545,2.1 B,Wichai Thongtang,1947,77,Male,Thailand,Thailand,Bangkok,Finance & Investments,TRUE,Increased
2024,4,1545,2.1 B,Ion Tiriac,1939,84,Male,Romania,Romania,Bucharest,Finance & Investments,TRUE,Increased
2024,4,1545,2.1 B,Jonathan Tisch,1953,70,Male,United States,United States,New York,Diversified,FALSE,Increased
2024,4,1545,2.1 B,Barbara Tyson,1949,75,Female,United States,United States,Fayetteville,Food & Beverage,FALSE,Remained Even
2024,4,1545,2.1 B,Vardis Vardinoyannis & family,1933,91,Male,Greece,Greece,Athens,Energy,TRUE,Increased
2024,4,1545,2.1 B,Jitendra Virwani,1966,58,Male,India,India,Bangalore,Real Estate,FALSE,Increased
2024,4,1545,2.1 B,Hope Welker,1985,38,Female,Australia,United States,New York,Metals & Mining,FALSE,Increased
2024,4,1545,2.1 B,Elaine Wynn,1942,81,Female,United States,United States,Las Vegas,Gambling & Casinos,TRUE,Remained Even
2024,4,1545,2.1 B,Tony Xu,1984,39,Male,United States,United States,San Francisco,Technology,TRUE,Returned to List
2024,4,1545,2.1 B,George Yancopoulos,1959,64,Male,United States,United States,Yorktown Heights,Healthcare,TRUE,Increased
2024,4,1545,2.1 B,Steven Meng Yang & family,1982,41,Male,China,China,Changsha,Technology,TRUE,Increased
2024,4,1545,2.1 B,Clayton Zekelman,1969,55,Male,Canada,Canada,Windsor,Manufacturing,FALSE,Decreased
2024,4,1545,2.1 B,Zhou Hongyi,1970,53,Male,China,China,Beijing,Technology,TRUE,Decreased
2024,4,1545,2.1 B,Zhu Zhaojiang,1974,50,Male,China,China,Shenzhen,Manufacturing,TRUE,Increased
2024,4,1545,2.1 B,Boris Zingarevich,1959,64,Male,Russia,Russia,Saint Petersburg,Diversified,TRUE,Increased
2024,4,1623,2.0 B,A. Jayson Adair,1969,54,Male,United States,United States,Dallas,Automotive,TRUE,Increased
2024,4,1623,2.0 B,Amy Adams Strunk,1955,68,Female,United States,United States,Nashville,Sports,FALSE,Increased
2024,4,1623,2.0 B,Will Adderley,1972,52,Male,United Kingdom,United Kingdom,Rutland,Fashion & Retail,FALSE,Increased
2024,4,1623,2.0 B,Michael Ashcroft,1946,78,Male,United Kingdom,Turks and Caicos Islands,Turks and Caicos Islands,Finance & Investments,TRUE,Remained Even
2024,4,1623,2.0 B,Joseph Bae,1972,52,Male,United States,United States,New York,Finance & Investments,TRUE,Increased
2024,4,1623,2.0 B,Travis Boersma,1971,53,Male,United States,United States,Grants Pass,Food & Beverage,TRUE,Decreased
2024,4,1623,2.0 B,"Howard Butt, III. & family",1952,71,Male,United States,United States,San Antonio,Fashion & Retail,FALSE,Increased
2024,4,1623,2.0 B,Cai Huabo,1976,48,Male,China,China,Jiujiang,Technology,TRUE,Increased
2024,4,1623,2.0 B,Jeffrey Cheah,1945,79,Male,Malaysia,Malaysia,Kuala Lumpur,Real Estate,TRUE,Increased
2024,4,1623,2.0 B,Marcelo Claure,1970,53,Male,United States,United States,Miami Beach,Telecom,TRUE,Increased
2024,4,1623,2.0 B,Parker Conrad,1980,43,Male,United States,United States,San Francisco,Technology,TRUE,Increased
2024,4,1623,2.0 B,Tim Cook,1960,63,Male,United States,United States,Cupertino,Technology,TRUE,Increased
2024,4,1623,2.0 B,Alexandra Daitch,1963,61,Female,United States,United States,Old Lyme,Food & Beverage,FALSE,Increased
2024,4,1623,2.0 B,Tim Draper,1958,65,Male,United States,United States,Atherton,Finance & Investments,FALSE,Returned to List
2024,4,1623,2.0 B,Christopher Goldsbury,1943,81,Male,United States,United States,San Antonio,Food & Beverage,FALSE,Increased
2024,4,1623,2.0 B,Esther Grether,1936,88,Female,Switzerland,Switzerland,Basel,Fashion & Retail,FALSE,Increased
2024,4,1623,2.0 B,Huang Yi,1962,62,Male,Hong Kong,China,Beijing,Automotive,TRUE,Decreased
2024,4,1623,2.0 B,Conni Jonsson,1960,63,Male,Sweden,Sweden,Stockholm,Finance & Investments,TRUE,Increased
